Hanzi,Traditional,Pinyin,Pinyin 2,Meaning,Audio
刃,,rèn,,"edged tool, cutlery, knife edge", [sound:sapi5-b5c86c0f-d33469a5-153a4f9f-c87f8b2e-06e09ebe.mp3]
遏,,è,,"stop, suppress, curb, check; a bar", [sound:sapi5-0c698dda-53b27ebc-14cc79f1-5d40386e-8dc983d0.mp3]
烁,爍,shuò,luò,"shine, glitter, sparkle", [sound:sapi5-4ede3cc5-43093ae0-6d0d0f11-26186efc-5272ed38.mp3]
嗅,,xiù,,"smell, scent, sniff; olfactive", [sound:sapi5-6143bf7a-fe1906b5-8fd37006-068260ba-115d22d2.mp3]
叭,,bā,ba,trumpet, [sound:sapi5-0a809667-506dc69f-b4f703c4-69c7aacc-482bf0bd.mp3]
熬,,áo,āo,"cook down, to boil; endure", [sound:sapi5-1685f596-a0fb5e99-ba11cd26-1250a10a-878a3402.mp3]
瞥,,piē,bì,take fleeting glance at, [sound:sapi5-2da98d54-b70fdc15-2344094b-10d741d7-f0709aef.mp3]
骸,,hái,gāi,"skeleton, body; leg bone", [sound:sapi5-71df23ac-4ff245b7-9385b149-26c592cd-7e041f2f.mp3]
奢,,shē,,"extravagant, wasteful; exaggerate", [sound:sapi5-78b046a9-183d1c5e-d0a7872a-d70eeaef-98430f1b.mp3]
拙,,zhuó,zhuō,"stupid, clumsy, crude; convention", [sound:sapi5-c30b9bcc-a2d7470a-da6a8ec0-edd97c2c-d44ce917.mp3]
栋,棟,dòng,,main beams supporting house, [sound:sapi5-62b26472-3432630b-29bb4678-5851be33-612ca8c7.mp3]
毯,,tǎn,,"rug, carpet, blanket", [sound:sapi5-f0ced88c-86db658e-90088746-f403b73d-2a2db28a.mp3]
桐,,tóng,,name applied various trees, [sound:sapi5-4fb154da-a8354b05-e7fab81c-74ee4d3c-e619c80d.mp3]
砂,,shā,,"sand; pebbles, gravel; gritty", [sound:sapi5-2441aec2-0c4c85f6-400bbf94-c13971b1-24a6bae8.mp3]
莽,,mǎng,máng,"thicket, underbrush; poisonous", [sound:sapi5-fa9ce9e2-9f33e2da-faafeff1-a5f08810-ee6aa319.mp3]
泻,瀉,xiè,,"drain off, leak; flow, pour down", [sound:sapi5-63ebb434-568f18c7-1e43b9a0-01558aa4-d9520665.mp3]
坪,,píng,,level ground; Japanese measure, [sound:sapi5-9e973df7-6ea2901f-79ae0a7e-bba2fc27-55ef0bdf.mp3]
梳,,shū,,comb; brush, [sound:sapi5-3919659c-11d4ef82-d285d087-953b7512-138902d7.mp3]
杉,,shān,shā,various species of pine and fir, [sound:sapi5-831581fb-554e3999-95046b24-af5b9a22-8976ecb8.mp3]
晤,,wù,,have interview with; meet, [sound:sapi5-c64470ed-51056a95-5faef3e6-b929dba2-ccff6b59.mp3]
稚,,zhì,,"young, immature; childhood", [sound:sapi5-92bc24fe-4f3e6ecb-4695d3da-9e64c9f5-abfedb6e.mp3]
蔬,,shū,"xū, shǔ","vegetables, greens", [sound:sapi5-4c4db89c-f6dfe302-0746009a-fb2b00a4-ee89ee7f.mp3]
蝇,,yíng,,flies, [sound:sapi5-82bad8d1-8310341c-009ae30c-7f251bc2-bf94add1.mp3]
捣,搗 擣,dǎo,,"hull; thresh; beat, attack", [sound:sapi5-5b301ecc-8e3b937f-432907bb-74d2498b-1fac7bbd.mp3]
顷,,qǐng,"kuǐ, qīng",a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean, [sound:sapi5-3451a5f7-f04135d6-288f0448-3b1faada-585d3089.mp3]
麽,,mo,"mǒ, ma, me","interrogative final particle; insignificant, small, tiny", [sound:sapi5-71714b29-d76d98e8-dc08f059-919050df-a2cecdd1.mp3]
尴,尷,gān,,embarrassed; ill at ease, [sound:sapi5-31591e04-8e1a8377-12774931-1b5fd08b-213f9fc8.mp3]
镖,,biāo,,"dart, spear, harpoon; escort", [sound:sapi5-ba32a5fa-25383a9d-8c973dc5-9b3271b2-5e12ab88.mp3]
诧,詫,chà,,"be surprised, be shocked", [sound:sapi5-62290e42-ae3189fc-8af7e8dd-e4d9d7b4-3c1a4d75.mp3]
尬,,gà,,"limp, staggering gait; embarrass", [sound:sapi5-beba18c9-f5a6bb53-bdcffe92-87f9b2b2-5a7a909c.mp3]
硫,,liú,chù,sulfur, [sound:sapi5-2ead3381-649752fe-c46886e6-0669e355-40962e87.mp3]
嚼,,jiáo,"jué, jiào","prattle, be glib", [sound:sapi5-2d34354b-0aae1c72-ded32a06-e82d3973-2d2e2d37.mp3]
羡,羡 羨,xiàn,"yí, yán","envy, admire; praise; covet", [sound:sapi5-37682b78-f4c2e2cd-b8c6a699-a1288af4-8e05c410.mp3]
沦,,lún,,"be lost; sink, be submerged", [sound:sapi5-f96569b9-ea431f33-e5f4fea9-1e4deda2-54468aea.mp3]
沪,,hù,,Shanghai; river near Shanghai, [sound:sapi5-298faf43-2dae7523-f1141607-5b6af388-0dd13b66.mp3]
旷,曠,kuàng,,"extensive, wide, broad; empty", [sound:sapi5-08c56964-4aa6ef3f-4c8d9fca-307baf1c-c337115e.mp3]
彬,,bīn,,"cultivated, well-bred", [sound:sapi5-828fd5c2-fd2ce9be-bd0f2316-02daeee0-c3f964cc.mp3]
芽,,yá,,"bud, sprout, shoot", [sound:sapi5-df3c964a-a7158d1c-1a00d8f8-44e6d518-e35dd208.mp3]
狸,,lí,mái,fox, [sound:sapi5-b6285ef1-37aa6551-a3a4ca1b-d34aca9a-c10e77c8.mp3]
冥,,míng,,"dark, gloomy, night; deep", [sound:sapi5-11f41bc3-3f7486f0-49b4d24c-fae62c21-a1471511.mp3]
碳,,tàn,,carbon, [sound:sapi5-f638a690-51ef4e0d-ea47b8dd-7657af3b-d441bddb.mp3]
咧,,liě,lie,"stretch mouth, grimace, grin", [sound:sapi5-c92399aa-3201b002-40f269c6-914501f8-6b5342d8.mp3]
惕,,tì,,"be cautious, careful, alert", [sound:sapi5-a52c0220-f7f0474a-546e1b7e-543167f9-15dc1beb.mp3]
暑,,shǔ,,hot, [sound:sapi5-e9fe38fa-914d1d78-72e07fa8-115fcf66-e1255507.mp3]
咯,,gē,"kǎ, lo",final particle, [sound:sapi5-f4d6e0fb-1c5b9229-23d06202-51f46c09-c402d435.mp3]
萝,,luó,,type of creeping plant; turnip, [sound:sapi5-3fda0739-b6f12d5e-e1de22e5-349794d9-e09b0d74.mp3]
汹,洶,xiōng,,"turbulent; noisy, restless", [sound:sapi5-30d91ef9-45e7adcd-ffab3755-f374417f-ba4d69c8.mp3]
腥,,xīng,,"raw meat; rank, strong-smelling", [sound:sapi5-cde882c3-e626a7d9-8deb1ce9-e3864746-ba308bb5.mp3]
窥,,kuī,kuǐ,"peep, watch, spy on, pry", [sound:sapi5-2c26bbfa-34ce712a-ce033c5f-ad6fbb95-bba7a878.mp3]
俺,,ǎn,,"personal pronoun, I", [sound:sapi5-88dd4167-7fdd5987-cf9da501-f115e056-3c713f00.mp3]
潭,,tán,"xún, yǐn, dàn","deep pool, lake; deep, profound", [sound:sapi5-4836dbaa-b8f982a9-b3fd401a-00b15c6c-61549b9b.mp3]
崎,,qí,,"rough, uneven, jagged, rugged", [sound:sapi5-d45598eb-9ce8c10d-6dbe7dfd-8f9594c0-b66eb297.mp3]
麟,,lín,,female of Chinese unicorn, [sound:sapi5-57fab7e8-3e88449f-3063d375-e4b80b7e-535741d9.mp3]
捡,撿,jiǎn,liàn,to pick up, [sound:sapi5-e5e273a0-2fb3e5b9-e90debcc-f81a3da0-218c510f.mp3]
拯,,zhěng,,"help, save, aid; lift, raise", [sound:sapi5-fa742f9b-5cddf2f0-5f98b11e-84e0a3e4-c86fed5c.mp3]
厥,,jué,,"personal pronoun he, she, it", [sound:sapi5-44e8dbc4-f34423a3-446a2e0d-9cfdd28e-b9ee1635.mp3]
澄,,chéng,dèng,"purify water by allowing sediment to settle; clear, pure", [sound:sapi5-13d095bf-ee53b804-df8a1a2f-398cd12f-660fe0e9.mp3]
萎,,wēi,wěi,"wither, wilt", [sound:sapi5-ba7a8cf4-fa16a4de-43162f0a-60415236-4e1de90d.mp3]
哉,,zāi,,final exclamatory particle, [sound:sapi5-3530264f-db54dbb3-748d3e79-912d8a61-3496c643.mp3]
涡,,wō,guō,"swirl, whirlpool, eddy", [sound:sapi5-8defa8b7-fb22817f-04b58b05-a68b61be-22cbcdbe.mp3]
滔,,tāo,,"overflow; rushing water, a torrent", [sound:sapi5-38ecb345-dfa4fd37-03518360-49113872-1042674c.mp3]
暇,,xiá,xià,"leisure, relaxation, spare time", [sound:sapi5-151cc14a-3f00c987-f83ae285-42523b31-1e820600.mp3]
溯,,sù,shuò,"go upstream, go against current; formerly", [sound:sapi5-935277f4-453a7fe6-8cd08bbf-f8eef874-4d0c23b3.mp3]
鳞,,lín,,fish scales, [sound:sapi5-3e0ddcd5-dcef6cb6-82d06964-48a8f872-88cfa129.mp3]
酿,釀,niàng,niáng,"brew, ferment", [sound:sapi5-50b7f709-42862f8d-322eb707-0b02bd30-4b08589e.mp3]
茵,,yīn,,"a cushion, mattress; wormwood; Skimmia japon", [sound:sapi5-5b378165-f3813486-38acfa9d-0c9f59e0-45e2a485.mp3]
愕,,è,,"startled, alarmed, astonished", [sound:sapi5-f27d56d2-64c1f0c5-be660b3f-d3020a32-b55e47e2.mp3]
瞅,,chǒu,,"see, look, gaze at", [sound:sapi5-3cdb378f-9a68e597-9efbdc55-2176c104-96242e3c.mp3]
暮,,mù,,"evening, dusk, sunset; ending", [sound:sapi5-721ce20f-f76a5716-a2381304-b16e1916-a2d25977.mp3]
衙,,yá,"yú, yǔ, yù",public office; official residence, [sound:sapi5-97b98e88-a762a925-4b165c29-d9d98fad-d9afe08c.mp3]
诫,誡,jiè,,"warn, admonish; warning", [sound:sapi5-fa6cd112-9f3ec871-3e216177-d7d6ea37-549b9dea.mp3]
斧,,fǔ,,"axe, hatchet; chop, hew", [sound:sapi5-14374897-b72a4c79-58e94c75-70f5f1e0-5ddecb1d.mp3]
兮,,xī,,exclamatory particle, [sound:sapi5-a3f39273-2c894aec-2ea01869-2b45769b-cc5f3964.mp3]
焕,,huàn,,shining, [sound:sapi5-e38e12a2-8ceae351-5b837e5e-c9b87247-7ba35722.mp3]
棕,,zōng,,hemp palm; palm tree, [sound:sapi5-6e87eb7a-55692f29-21badda4-f0e372ae-02e68c93.mp3]
佑,,yòu,,"help, protect, bless", [sound:sapi5-8e276ffb-7828db00-07e32e74-dcf54400-72106edc.mp3]
嘶,,sī,xī,"neighing of a horse; gravel voiced, husky throated; (Cant.) to hiccough", [sound:sapi5-f0d26929-8512a553-5d820ca2-fe6dccc3-b1bdde1a.mp3]
妓,,jì,,prostitute, [sound:sapi5-77387f96-b3c598b5-d2d97f1c-50db3210-143e732d.mp3]
喧,,xuān,xuǎn,"lively, noisy; clamor, talk loudly", [sound:sapi5-7bc50892-c88a3c5b-6157f415-ef900618-8c8aa638.mp3]
蓉,,róng,,"hibiscus; Chengdu, Sichuan", [sound:sapi5-39d7457a-c03b6504-c784da3c-ef2da680-d60ebd7d.mp3]
删,刪,shān,,to cut; delete, [sound:sapi5-7a85d3ee-355df4a8-b2b83b6d-5e79cb4d-fa727bba.mp3]
樱,,yīng,,"cherry, cherry blossom", [sound:sapi5-6ba19767-113ec616-41300bc0-c59362f9-c68bd7ca.mp3]
伺,,sì,cì,"serve, wait upon, attend; examine", [sound:sapi5-8bc9fedd-d5e3426e-8bdb949c-e27d8aa1-597dc86c.mp3]
嗡,,wēng,,"sound of flying bees, airplanes", [sound:sapi5-c721b5ba-fab92a2c-6c072286-36877b99-60e1a178.mp3]
娥,,é,,be beautiful; good; surname, [sound:sapi5-f0b83da0-8d21f1bc-5c2cde33-5c845646-e7d622d1.mp3]
梢,,shāo,"shào, xiāo",pointed tip of something long like a branch; rudder, [sound:sapi5-0df66b3e-aacab389-991ed337-51fadf9a-8d3f0d6c.mp3]
坝,壩,bà,,embankment; dam, [sound:sapi5-b34cbe1a-cac4cba5-84be4111-919ae8bd-ac96e86b.mp3]
蚕,,cán,tiǎn,silkworms, [sound:sapi5-0b51512c-0527227b-71c8355e-9929518c-9aa11e96.mp3]
敷,,fū,,"spread, diffuse; apply, paint", [sound:sapi5-5513bdb2-7e33062e-47cb8c7b-7dca34d4-9b698ca6.mp3]
澜,,lán,,"overflowing; waves, ripples", [sound:sapi5-236b4549-18d7f99d-3b1fe213-05043726-cf4351e1.mp3]
杏,,xìng,,apricot; almond, [sound:sapi5-0f26a7f4-08b0b966-a5672ba9-02ee5464-49108f42.mp3]
绥,,suī,"suí, tuǒ","soothe, appease, pacify", [sound:sapi5-8eb74e8e-db29632b-9811a529-efa5c028-fc299ef1.mp3]
冶,,yě,,"smelt, fuse metals; cast, found", [sound:sapi5-913bfd5c-8dea5041-271f7e02-78a833f6-bba1bb19.mp3]
庇,,bì,,"cover, shield, shelter, protect", [sound:sapi5-85bd6388-9412c71c-7d72d800-5e2292a4-6123ca01.mp3]
挠,撓,náo,,"scratch; disturb, bother; submit", [sound:sapi5-b8e0fb75-4d8e195c-69c9ff6a-47d5b2f2-a471ac60.mp3]
搂,摟,lǒu,"lōu, lóu","hug, embrace; drag, pull", [sound:sapi5-16ef5bfe-2709db16-2bf78bad-e91411ee-08d1eb46.mp3]
倏,,shū,,"hastily, suddenly, abruptly", [sound:sapi5-e443da60-bfd86dd5-8dc780ed-5cab21ce-e3f5d7fc.mp3]
聂,,niè,zhè,whisper; surname, [sound:sapi5-315629ff-b535c8e3-d600f6fa-f6daf5db-a1c31c52.mp3]
婉,,wǎn,,"amiable, congenial; restrained", [sound:sapi5-8b8191a1-e8d37968-97ebab05-3e8fc817-211335f5.mp3]
噪,譟 噪,zào,,be noisy; chirp loudly, [sound:sapi5-a3e35378-c817de41-8a438b06-f3eaa8ed-6bcf497c.mp3]
稼,,jià,,sow grain; sheaves of grain, [sound:sapi5-52136b2c-723bef3b-8c7960b3-b538bd8e-e9c7261c.mp3]
鳍,,qí,,fin, [sound:sapi5-1180148d-41c8b26c-a5429bbb-be4128fb-83c43748.mp3]
菱,,líng,,"water-chestnut, water caltrop", [sound:sapi5-524cbc38-f67dd254-1553314f-a538d4fb-20f18571.mp3]
盏,,zhǎn,,small cup or container, [sound:sapi5-6b8786b7-c5eeaea2-767abbe5-ef3cf57f-d8875eac.mp3]
匿,,nì,,hide; go into hiding, [sound:sapi5-80247bf6-04844e2e-3835f8ae-e70e31f1-f671e1f1.mp3]
吱,,zhī,zī,"chirping, squeaking, hissing", [sound:sapi5-2c396487-66b05b88-980d6332-0b5b1156-2cb32de0.mp3]
寝,,qǐn,,"sleep, rest; bed chamber", [sound:sapi5-b265433e-4fcbf5a6-428b9360-5c12a87f-d9e97864.mp3]
揽,,lǎn,,"grasp, take hold of; monopolize", [sound:sapi5-4c39e45b-13256854-b4aa139b-95eebb8d-2f2db071.mp3]
髓,,suǐ,,"bone marrow; essences, substances", [sound:sapi5-9e53f762-97458806-745dfcb7-368764de-e6fcf058.mp3]
秉,,bǐng,,"grasp, hold; bundle; authority", [sound:sapi5-bc42b08e-4d110cf5-59df497e-e51f1156-63fff1e8.mp3]
哺,,bǔ,,chew food; feed, [sound:sapi5-1527884f-37fd09ca-3b4dff32-ee5be9bd-4a757dd8.mp3]
矢,,shǐ,,"arrow, dart; vow, swear", [sound:sapi5-66f2bbb8-01e2b074-b7c0db02-9de50051-d455a83f.mp3]
啪,,pā,,syllable, [sound:sapi5-559ad46c-18fb8311-2c6b2a6c-c7e27bdb-3348b565.mp3]
帜,幟,zhì,,"flag, pennant; sign; fasten", [sound:sapi5-da51d1e6-b83d27f9-487ab5a0-5ecc340a-a5719b80.mp3]
邵,,shào,,surname; various place names, [sound:sapi5-ba70048f-0f2fa8ed-1106e390-1c426c20-2d964f22.mp3]
嗽,,sòu,,"cough, gargle, clear throat", [sound:sapi5-e45b0627-9af4298d-cdb60a34-f655f775-e0f6107c.mp3]
挟,,xié,"jiā, xiá",clasp under arm; hold to bosom, [sound:sapi5-82063eb4-acba4b28-04863a1b-4ea9cd56-214cfcdf.mp3]
缸,,gāng,hóng,"earthen jug, crock, cistern", [sound:sapi5-bc6c5cf3-dc291a03-ae1b6845-92f91f2b-90e3f417.mp3]
揉,,róu,,"rub, massage; crush by hand", [sound:sapi5-ff682a14-960f45a2-20bc3bf5-f166df9c-f357cb8a.mp3]
腻,膩,nì,,"greasy, oily, dirty; smooth", [sound:sapi5-18411b9c-69d3eeb1-735e8e40-e5bada58-c41249de.mp3]
驯,,xún,xùn,"tame, docile, obedient", [sound:sapi5-ee87a506-075d3500-e10dc9e1-84a15a06-a423cc18.mp3]
缆,,làn,,"hawser, heavy-duty rope, cable", [sound:sapi5-b8409be7-ba21af2e-935b58be-b321ff52-d3b258e0.mp3]
晌,,shǎng,,"noon, midday; moment; unit land measurement equal to seven mou (U+755D 畝), or the area that can be sown in one day", [sound:sapi5-48a0a51f-c8602016-97d973ad-7a850e2f-edff36c5.mp3]
瘫,癱,tān,,"paralysis, palsy, numbness", [sound:sapi5-aba1a1cc-2960877c-a116242f-6e7fc2cb-cce6cad2.mp3]
贮,,zhǔ,zhù,"store, stockpile, hoard", [sound:sapi5-9aaa1333-dd4dd638-90106ebb-580dded1-f3e9010f.mp3]
觅,覓,mì,,seek; search, [sound:sapi5-1f8fdb7f-a09db8e8-41105c28-686df698-7b28bd49.mp3]
朦,,méng,,condition or appearance of moon, [sound:sapi5-4e266dfd-e1417ef2-eaaa9b6f-8597b69a-62dc3174.mp3]
僻,,pì,,"out-of-the-way, remote; unorthodox", [sound:sapi5-2314dc8b-5d83b66a-30ee01a4-d901c5f5-67edbbc6.mp3]
隋,,suí,"duò, tuǒ, tuō",Sui dynasty; surname, [sound:sapi5-652fe719-ef9759d4-096e8e44-ace53de1-4d8642bf.mp3]
蔓,,màn,"wàn, mán","creeping plants, tendrils, vines", [sound:sapi5-cb61d6b3-932eec6d-e1b6e719-c8a576e6-46bee01c.mp3]
咋,,zhà,zé,"question-forming particle, why? how? what?; to bite; loud", [sound:sapi5-e5a86e62-4a88462b-f6832e09-cd8d97b3-e563bfb7.mp3]
嵌,,qiàn,qiān,"inlay, set in; fall into; rugged", [sound:sapi5-14729c5a-8d84c896-9203906f-03a06c81-0276acef.mp3]
虔,,qián,,act with reverence; reverent, [sound:sapi5-28e0b7a4-dbda1381-06893d02-d0f477c5-20d45db1.mp3]
畔,,pàn,,boundary path dividing fields, [sound:sapi5-f139c31b-88df0e11-dd660c41-c67b9e25-4ea6f342.mp3]
琐,,suǒ,,"trifling, petty; troublesome", [sound:sapi5-cc825029-16e75eec-0142ab74-971a0857-bf4e7f28.mp3]
碟,,dié,shé,"small dish, plate", [sound:sapi5-6b4a7142-a8211faf-f17e7736-9ebf7ef5-3e982721.mp3]
涩,,sè,,"astringent; harsh; uneven, rough", [sound:sapi5-d258cad7-c16566ec-b7cc47c2-a197df4c-c152a0d3.mp3]
胧,,lóng,,condition or appearance of moon, [sound:sapi5-d59003be-2b321145-9beb4f57-e47977f7-6b7eb8cc.mp3]
嘟,,dū,,sound of horn tooting, [sound:sapi5-2530c2f3-ef203aea-e93b815a-06decfb1-c5bcf558.mp3]
蹦,,bèng,,"hop, leap, jump; bright", [sound:sapi5-45c3db7b-978787fc-b564b5d3-242b563c-36b8da4c.mp3]
冢,,zhǒng,,"burial mound, mausoleum; grand", [sound:sapi5-f42b1c39-cfd7a266-c09e4c62-f1c60a5e-edf0e347.mp3]
浏,瀏,liú,,clear; bright; whistling, [sound:sapi5-a7561ba5-2ae4a63d-7f23e4d1-08532cc2-1746a741.mp3]
裔,,yì,,"progeny, descendants, posterity", [sound:sapi5-dd4a413f-74c5b13f-5294b96d-0d6e551c-d794aa2e.mp3]
襟,,jīn,,"lapel, collar", [sound:sapi5-d17df95d-8e86f56b-d1504253-76e1ddaf-1e83905c.mp3]
叨,,tāo,dāo,talkative; quarrelous, [sound:sapi5-02664d78-8929f43a-42ffc006-fe763814-110ebccf.mp3]
诀,,jué,,"take leave of, bid farewell", [sound:sapi5-8f166ecf-5baf3a45-eda89013-868949db-29352740.mp3]
旭,,xù,,rising sun; brilliance; radiant, [sound:sapi5-dc96ca80-16aa6726-c204f270-df2439e5-4c308fe0.mp3]
虾,,xiā,há,"shrimp, prawn", [sound:sapi5-c44ad54a-eabb092d-b7ae1221-a80a12e3-9e3c52ce.mp3]
簿,,bù,bó,"register, account book, notebook", [sound:sapi5-f91acccd-10166c08-e9d31785-ac38ae30-7fd14dcb.mp3]
啤,,pí,,beer, [sound:sapi5-2de6cdf7-44bd5c3c-553f3243-08551a46-2c4252f9.mp3]
擒,,qín,,"catch, capture, seize, arrest", [sound:sapi5-b6cb8116-15c7676e-cdf78cfe-579042ba-2c358e09.mp3]
枣,,zǎo,,"date tree; dates, jujubes; surname", [sound:sapi5-389841f8-468f7d01-9d1f1d94-1b359e61-1ef6f17f.mp3]
嘎,,gā,gǎ,"sound of laughter; bad, malevolent", [sound:sapi5-770559bc-c912377a-dbc6062f-0b7e632b-fcc29854.mp3]
苑,,yuàn,"yuǎn, yù, yǔn,yūn, yuān","pasture, park, garden; mansion", [sound:sapi5-4f710405-a29ffa60-5c507a8e-ffa1fb53-c1217681.mp3]
牟,,móu,"mù, mào","make; seek, get; barley; low", [sound:sapi5-93a2a1c2-e699000c-929a771f-f9a85475-f8d23cb2.mp3]
呕,嘔,ōu,"ǒu, òu","vomit; annoy, enrage", [sound:sapi5-88fc47ba-393b3f64-9ad1415a-e35c4586-990ea2b2.mp3]
骆,,luò,,a white horse with black mane; a camel, [sound:sapi5-860aded1-069a1649-d0e4fc1a-77ed4c74-4593b835.mp3]
凸,,tū,,"protrude, bulge out, convex", [sound:sapi5-ae04c24a-6d456c72-035114b2-85d6db1d-6835639d.mp3]
熄,,xí,xī,"put out, extinguish, quash", [sound:sapi5-ddd9c618-4169ced4-79b4213a-e4b18290-fe58a5ce.mp3]
兀,,wù,,to cut off the feet, [sound:sapi5-e0bd7e06-cb61ed3d-4431ddb2-f3274957-894e3960.mp3]
喔,,ō,wō,descriptive of crying or of crowing, [sound:sapi5-3e272a05-e328bdb0-1016c306-52d072e5-4b677ef3.mp3]
裳,,cháng,sháng,clothes; skirt; beautiful, [sound:sapi5-338410b0-15d65a80-7a62f317-0f62a9a7-397cdc1d.mp3]
凹,,āo,wā,"concave, hollow, depressed; a pass, valley", [sound:sapi5-3e4a8ce7-737e5d94-83f74184-d1887332-f3703067.mp3]
赎,,shú,,"buy, redeem; ransome; atone for", [sound:sapi5-27444da7-ea527547-b9b07f5d-feba89eb-9d3c2cd6.mp3]
屯,,tún,zhūn,"village, hamlet; camp; station", [sound:sapi5-5a5487e5-af02cd6b-28518f90-0e74083f-2c918280.mp3]
膛,,táng,tāng,"chest; hollow space, cavity", [sound:sapi5-3dc3c8c6-31922385-21a9e2b5-2c3aad19-3fcf4532.mp3]
浇,澆,jiāo,ào,"spray, water, sprinkle", [sound:sapi5-87ed5edf-cfe44f54-352fb790-e73ea3ce-7a6d188b.mp3]
灼,,zhuó,,burn; broil; cauterize; bright, [sound:sapi5-fc4c14bd-44529a4a-52381163-c0569641-9f714a81.mp3]
裘,,qiú,,fur garments; surname, [sound:sapi5-85bf8a77-17063e92-6f7e541a-390019ef-bc1f2ab6.mp3]
砰,,pēng,"pīng, pèng","sound of crashing stones, bang!", [sound:sapi5-adc98069-41aead25-aa652b13-ce88b7be-3eb434a0.mp3]
棘,,jí,,"jujube tree; thorns, brambles", [sound:sapi5-f2b76e5f-f8e64906-50bdb868-0f2519a9-6c372727.mp3]
橡,,xiàng,,chestnut oak; rubber tree; rubber, [sound:sapi5-a14e1ec6-cd104f92-b45e4187-a4f64185-73f9cd1b.mp3]
碱,,jiǎn,xián,"alkaline, alkali, lye, salt", [sound:sapi5-d425c01a-f2e1ed64-95789fcc-c469abc9-ec23732b.mp3]
聋,聾,lóng,,deaf, [sound:sapi5-65061a59-326ad131-45250797-cb37a8c0-e43bf248.mp3]
姥,,mǔ,lǎo,maternal grandmother; midwife, [sound:sapi5-209ad2a1-06f10de7-1b670855-c54c9328-ee636565.mp3]
瑜,,yú,,flawless gem or jewel, [sound:sapi5-96623dbb-d9b249bf-71d66a11-d5f0b734-ddda59d4.mp3]
毋,,wú,móu,do not; not; surname; rad. 80, [sound:sapi5-b7bd2ce2-03618f5c-971d3b07-5c007519-6da77660.mp3]
娅,,yà,,mutual term of address used by sons-in-law; a brother-in-law, [sound:sapi5-6a3b2ee8-b8b36ee1-24277af7-1a9bcd6c-152b3f7d.mp3]
沮,,jū,"jù, jiān, zǔ, jǔ","stop, prevent; defeated, dejected", [sound:sapi5-4b0fcdb2-afe66df0-caeb6f29-2f19fb38-7bc5bdd3.mp3]
萌,,méng,míng,"bud, sprout", [sound:sapi5-9f28c765-1d9d6d02-1b5adddf-7b908241-f83a4f85.mp3]
俏,,qiào,,"like, similar; resemble; pretty", [sound:sapi5-60054805-d9e7da16-ec7e5b09-d000b9de-f37b27ed.mp3]
黯,,àn,ān,"dark, black; sullen, dreary", [sound:sapi5-dc2851ff-356d03fe-4d6afd8a-51ca0a39-c50faea5.mp3]
撇,,piē,piě,"discard, abandon, throw away", [sound:sapi5-bb3c9baa-29cab0d7-b864f8ef-fb82e9c3-44dc8d76.mp3]
粟,,sù,,unhusked millet; grain, [sound:sapi5-7f1503b2-c7e2625a-9e78b102-9ebeaf88-02494525.mp3]
粪,,fèn,sān,"manure, dung, shit, excrement, night soil", [sound:sapi5-82af04e2-241b1727-12a45779-7ec0e7c7-1492389a.mp3]
尹,,yǐn,,govern; oversee; director, [sound:sapi5-204b4543-8e1623be-1ce27ceb-ba7cb43e-d8bee36c.mp3]
苟,茍,gǒu,gōu,"careless, frivolous; illicit; grammatical particle: if, but, if only; surname; grass name; distinguish DKW 30853 (ji4)", [sound:sapi5-d6cefcc7-777dd4d5-30bcadff-ff68fde1-ec6a44c5.mp3]
癫,,diān,,"crazy, mad; madness, mania, insan", [sound:sapi5-720e9ff4-f55eef72-6574fbe7-2a4483dd-2108a76b.mp3]
蚂,,mǎ,"mā, mà",ant; leech, [sound:sapi5-35eb4f6c-dfe06e18-ea80e329-edf2ff5b-5479fd90.mp3]
禹,,yǔ,,legendary hsia dynasty founder, [sound:sapi5-59927428-245002ac-4a4ddd78-b9b408b8-ae1ca75d.mp3]
廖,,liào,,surname; name of an ancient state, [sound:sapi5-2bf144c5-e4307a6c-3fbd13f4-f80fc119-1a2ff8dd.mp3]
俭,儉,jiǎn,,"temperate, frugal, economical", [sound:sapi5-0ae3a45b-79317a4d-c5a97da8-71d3cffe-085c6d5b.mp3]
帖,,tiē,"tiě, tiè",invitation card; notice, [sound:sapi5-2cf18451-fa46b6a5-113d7ce4-c7305823-c89b3cf1.mp3]
煎,,jiān,"jiǎn, jiàn",fry in fat or oil; boil in water, [sound:sapi5-5937dc2c-dc005b13-a3c0d10c-4938b061-99f55d36.mp3]
缕,,lǚ,,"thread; detailed, precise", [sound:sapi5-eb09cf63-debd20e6-0cc05a97-44bb338c-f9d3fcb6.mp3]
窦,,dòu,,"surname; hole, burrow; corrupt", [sound:sapi5-7ab56abf-95dbc0d3-d5becabf-5fc64812-5f6dffc8.mp3]
簇,,cù,"còu, chuò","swarm, crowd together, cluster", [sound:sapi5-c34d9314-f15da531-fd318c56-d2304e19-f5797717.mp3]
棱,,léng,"lēng, líng, lèng","squared timber; angle, edge", [sound:sapi5-6de71b9e-6a9524e4-78df06b5-14b269a6-516a0eca.mp3]
叩,,kòu,,"knock, ask; kowtow, bow", [sound:sapi5-a3390558-29e074f9-387c1b04-08d42003-91f48635.mp3]
